0,0,0,4.376230e+02
0,0,1,1.696104e+04
0,0,2,-4.056230e+03
0,0,3,2.071778e+02
0,0,4,4.337180e+02
0,0,5,-1.705648e+02
0,0,6,1.228372e+01
0,1,0,-4.809765e+01
0,1,1,-1.854212e+03
0,1,2,7.149401e+02
0,1,3,1.072221e+02
0,1,4,-2.197232e+02
0,1,5,6.636184e+01
0,2,0,6.403281e+00
0,2,1,2.004548e+02
0,2,2,-1.015664e+02
0,2,3,-2.253024e+00
0,2,4,1.153657e+01
0,3,0,-1.839775e+00
0,3,1,-1.180001e+01
0,3,2,3.362076e+00
0,3,3,0.000000e+00
0,4,0,0.000000e+00
0,4,1,-2.709656e+00
0,4,2,2.924457e+00
0,5,0,0.000000e+00
0,5,1,0.000000e+00
0,6,0,0.000000e+00
1,0,0,7.213956e+03
1,0,1,2.817351e+02
1,0,2,1.764006e+02
1,0,3,0.000000e+00
1,0,4,-3.861002e+01
1,0,5,0.000000e+00
1,0,6,8.269283e+00
1,1,0,8.613027e+02
1,1,1,7.227537e+01
1,1,2,-3.851922e+01
1,1,3,0.000000e+00
1,1,4,5.739548e+00
1,1,5,0.000000e+00
1,2,0,3.226658e+00
1,2,1,-2.796348e+00
1,2,2,0.000000e+00
1,2,3,0.000000e+00
1,2,4,0.000000e+00
1,3,0,0.000000e+00
1,3,1,-1.343903e+00
1,3,2,0.000000e+00
1,3,3,1.150659e+00
1,4,0,0.000000e+00
1,4,1,0.000000e+00
1,4,2,0.000000e+00
1,5,0,0.000000e+00
1,5,1,0.000000e+00
1,6,0,0.000000e+00
2,0,0,8.503628e+01
2,0,1,-1.789540e+02
2,0,2,7.443632e+02
2,0,3,-1.887247e+03
2,0,4,2.655940e+03
2,0,5,-1.915575e+03
2,0,6,5.513883e+02
2,1,0,1.676090e+00
2,1,1,1.401634e+01
2,1,2,-3.449786e+01
2,1,3,2.402755e+01
2,1,4,1.366036e+01
2,1,5,-1.661229e+01
2,2,0,-4.074466e-01
2,2,1,0.000000e+00
2,2,2,6.598304e+00
2,2,3,-2.583269e+01
2,2,4,2.680698e+01
2,3,0,0.000000e+00
2,3,1,-7.367386e+00
2,3,2,2.617667e+01
2,3,3,-3.473876e+01
2,4,0,2.076966e+00
2,4,1,-5.005642e+00
2,4,2,1.692500e+01
2,5,0,0.000000e+00
2,5,1,-4.216638e+00
2,6,0,0.000000e+00
3,0,0,8.384181e+00
3,0,1,3.461545e-01
3,0,2,1.265750e+00
3,0,3,-6.053657e-01
3,0,4,9.592155e-02
3,0,5,5.073657e-02
3,0,6,-2.214419e-02
3,1,0,6.343740e-01
3,1,1,-1.087961e-01
3,1,2,-1.849196e-01
3,1,3,1.123057e-01
3,1,4,-7.387794e-03
3,1,5,-8.867950e-03
3,2,0,-8.907366e-03
3,2,1,1.807137e-02
3,2,2,7.744540e-03
3,2,3,2.499837e-03
3,2,4,-3.989321e-03
3,3,0,-4.716719e-03
3,3,1,3.139455e-03
3,3,2,1.691260e-03
3,3,3,-2.940620e-03
3,4,0,7.005508e-03
3,4,1,-6.353644e-03
3,4,2,1.209647e-03
3,5,0,-4.544455e-03
3,5,1,2.013682e-03
3,6,0,1.163041e-03
